,id,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
2809,49051706,1.0,t,1,1,Slotervaart,52.36208,4.84491,Private room,1,1.0,1.0,1,$75.00,5,14,t,1,1,3,123,7,7,2,4.71,f,1.15,,$75,$375,5%,14%,15%,$4.99,0.336986301369863,357.013698630137
2810,49052116,1.0,t,1,1,Slotervaart,52.36374,4.84491,Private room,1,1.0,1.0,1,$70.00,5,14,t,3,16,16,99,5,5,2,4.79,f,0.55,,$70,$350,6%,10%,15%,$2.99,0.27123287671232876,330.1506849315069
2811,49052224,1.0,f,0,0,Noord-Oost,52.40286,4.9295,Entire home/apt,4,3.0,5.0,16,$470.00,3,30,t,0,0,0,0,0,0,0,,t,,,$117.5,$1410,13%,8%,19%,$10.99,0.0,2350.0
2812,49085366,0.79,f,0,0,Centrum-West,52.3722,4.89926,Private room,2,1.0,,5,$170.00,2,1125,t,4,29,58,331,13,13,0,4.54,t,1.21,,$85,$340,7%,22%,22%,$4.99,0.9068493150684932,1309.5342465753424
2813,49119460,0.91,f,7,7,Centrum-West,52.37466,4.88055,Entire home/apt,4,2.0,2.0,11,$228.00,4,180,t,9,9,9,9,22,21,2,4.45,t,1.68,,$57,$912,8%,24%,18%,$4.99,0.024657534246575342,1056.3150684931506
2814,49120098,1.0,f,0,0,Noord-Oost,52.39026,4.99454,Entire home/apt,4,3.0,4.0,12,$250.00,4,25,t,0,0,0,0,3,2,0,5.0,t,0.23,,$62.5,$1000,11%,19%,29%,$4.99,0.0,1250.0
2815,49128594,0.0,f,5,5,De Pijp - Rivierenbuurt,52.35365,4.8873,Entire home/apt,2,,1.0,2,$100.00,25,365,t,3,3,9,163,0,0,0,,f,,,$50,$2500,7%,15%,18%,$4.99,0.4465753424657534,500.0
2816,49156450,0.16,f,0,0,De Baarsjes - Oud-West,52.36056,4.85429,Entire home/apt,4,1.0,2.0,5,$140.00,5,1125,t,0,3,15,24,0,0,0,,f,,,$35,$700,7%,19%,17%,$4.99,0.06575342465753424,708.4931506849315
2817,49193866,0.5900000000000001,f,0,0,De Pijp - Rivierenbuurt,52.34628,4.89896,Entire home/apt,2,1.0,1.0,9,$155.00,6,6,t,3,10,10,10,2,1,0,5.0,f,0.15,,$77.5,$930,7%,16%,18%,$4.99,0.025,763.0138888888889
2818,49207726,0.91,t,0,0,Centrum-Oost,52.362278,4.892759,Private room,2,1.0,2.0,11,$210.00,3,39,t,1,14,28,262,32,32,4,4.97,t,3.2,,$105,$630,10%,26%,26%,$4.99,0.723463687150838,1050.0837988826815
2819,49318854,0.56,f,1,1,Noord-West,52.41704,4.90011,Entire home/apt,6,4.0,5.0,1,$135.00,4,13,t,0,2,10,10,3,3,0,5.0,f,0.28,,$22.5,$540,7%,13%,20%,$4.99,0.0273972602739726,682.986301369863
2820,49342367,0.46,f,3,3,De Baarsjes - Oud-West,52.36633,4.85715,Entire home/apt,2,2.0,1.0,2,$60.00,7,30,t,0,0,6,6,6,6,0,4.57,f,0.5,,$30,$420,3%,11%,15%,$2.99,0.01643835616438356,413.06849315068496
2821,49357760,0.0,f,1,1,Zuid,52.35401,4.8652,Entire home/apt,6,3.0,4.0,15,$225.00,5,7,t,0,0,0,7,0,0,0,,f,,,$37.5,$1125,7%,12%,24%,$4.99,0.019178082191780823,1132.1917808219177
2822,49375834,0.13,f,8,8,Centrum-West,52.37676,4.89456,Private room,2,1.0,1.0,9,$242.00,1,30,t,11,26,51,318,86,83,8,4.63,t,6.53,,$121,$242,7%,23%,25%,$4.99,1.0,1812.5
2823,49434019,0.0,f,2,2,De Baarsjes - Oud-West,52.35961,4.85846,Entire home/apt,3,2.0,2.0,7,$200.00,5,45,t,0,0,0,0,1,1,0,5.0,f,0.09,,$66.67,$1000,8%,19%,25%,$4.99,0.0,1000.0
2824,49473308,0.84,f,8,8,Centrum-West,52.37876,4.89263,Private room,2,1.0,1.0,7,$255.00,1,360,t,18,48,78,353,72,72,8,4.61,t,6.43,,$127.5,$255,12%,17%,23%,$4.99,1.0,1908.75
2825,49473475,0.5900000000000001,f,8,8,Centrum-West,52.37673,4.8937,Private room,2,1.0,1.0,10,$294.00,1,360,t,16,42,70,342,24,22,1,4.63,t,1.82,,$147,$294,2%,9%,21%,$4.99,1.0,2197.5
2826,49473555,0.9,f,8,8,Centrum-West,52.3788,4.8941,Private room,2,1.0,2.0,11,$242.00,1,360,t,5,11,30,282,22,20,0,4.68,t,1.68,,$121,$242,10%,25%,21%,$4.99,1.0,1812.5
2827,49473612,0.9,f,8,8,Centrum-West,52.37816,4.89427,Private room,2,1.0,2.0,6,$255.00,1,360,t,17,44,74,344,247,237,12,4.63,t,18.53,,$127.5,$255,11%,22%,21%,$4.99,1.0,1908.75
2828,49473717,0.84,f,8,8,Centrum-West,52.37847,4.89264,Private room,2,1.0,2.0,2,$294.00,1,360,t,18,48,78,353,14,13,3,4.57,t,1.09,,$147,$294,13%,15%,23%,$4.99,1.0,2197.5
2829,49473775,1.0,f,8,8,Centrum-West,52.37678,4.89456,Private room,3,1.0,3.0,13,$358.00,1,360,t,15,31,61,336,104,101,10,4.63,t,7.8,,$119.33,$358,9%,27%,25%,$4.99,1.0,2673.75
2830,49475051,1.0,t,2,2,Centrum-Oost,52.36684,4.91564,Entire home/apt,2,,1.0,5,$185.00,3,15,t,0,10,22,172,2,2,0,5.0,t,0.28,,$92.5,$555,7%,16%,18%,$4.99,0.4712328767123288,903.4931506849315
2831,49478598,1.0,t,1,1,IJburg - Zeeburgereiland,52.35712,5.00094,Private room,2,2.0,3.0,6,$159.00,4,99,t,0,0,0,0,14,14,0,4.93,f,1.42,,$79.5,$636,9%,16%,21%,$4.99,0.0,795.0
2832,49508887,0.73,f,0,0,De Baarsjes - Oud-West,52.36501,4.86101,Entire home/apt,4,2.0,2.0,3,$104.00,3,50,t,0,0,0,0,7,7,1,4.86,f,0.7,,$26,$312,7%,15%,15%,$4.99,0.0,698.2191780821918
2833,49536431,1.0,f,0,0,De Baarsjes - Oud-West,52.36401,4.86664,Entire home/apt,2,1.0,,5,$165.00,3,1125,t,0,0,0,0,6,6,0,5.0,t,0.55,,$82.5,$495,6%,21%,21%,$4.99,0.0,833.1917808219179
2834,49560108,0.21,f,1,1,De Pijp - Rivierenbuurt,52.35293,4.90179,Entire home/apt,2,1.0,1.0,4,$136.00,28,1125,t,0,3,3,29,2,2,0,5.0,f,0.19,,$68,$3808,7%,15%,17%,$4.99,0.07945205479452055,678.4931506849315
2835,49604175,0.5800000000000001,f,1,1,Centrum-Oost,52.36121,4.90353,Entire home/apt,4,3.0,3.0,15,$289.00,3,21,t,0,4,11,11,6,6,0,5.0,f,0.56,,$72.25,$867,10%,18%,20%,$4.99,0.030136986301369864,1480.6164383561643
2836,49604781,0.6499999999999999,f,1,1,Centrum-West,52.375504,4.882844,Private room,2,1.0,1.0,7,$130.00,1,1125,t,0,3,33,307,41,36,0,4.07,f,3.17,,$65,$130,9%,12%,17%,$4.99,0.8461538461538461,580.0480769230769
2837,49607025,0.63,f,0,0,De Baarsjes - Oud-West,52.36463,4.87169,Entire home/apt,2,1.0,1.0,9,$164.00,4,1125,t,0,0,0,0,4,4,0,5.0,f,0.47,,$82,$656,6%,21%,18%,$4.99,0.0,800.4109589041096
2838,49688654,0.0,f,1,1,Zuid,52.34706,4.86147,Entire home/apt,2,1.0,1.0,3,$107.00,4,365,t,0,22,22,22,5,4,0,4.8,f,0.4,,$53.5,$428,7%,14%,19%,$4.99,0.06027397260273973,615.1917808219179
2839,49698277,0.89,f,1,1,Centrum-Oost,52.36212,4.90231,Entire home/apt,2,1.0,1.0,1,$95.00,4,1125,t,0,0,0,0,4,4,0,5.0,t,0.36,,$47.5,$380,6%,13%,15%,$4.99,0.0,543.2602739726027
2840,49700139,0.6,f,0,0,Zuid,52.35755,4.86189,Private room,4,2.0,4.0,9,$212.00,4,1125,t,6,24,49,78,3,3,0,4.33,t,0.26,,$53,$848,7%,18%,30%,$4.99,0.2136986301369863,1212.6712328767123
2841,49720365,0.8500000000000001,f,7,7,Centrum-West,52.37583,4.88193,Entire home/apt,4,2.0,2.0,6,$132.00,5,250,t,2,3,4,4,3,3,0,4.33,t,0.26,,$33,$660,8%,21%,18%,$4.99,0.010958904109589041,711.7671232876712
2842,49725678,0.99,f,4,4,Oud-Oost,52.35574,4.91184,Private room,2,1.0,1.0,13,$317.00,1,365,t,27,57,86,350,0,0,0,,t,,,$158.5,$317,6%,16%,24%,$4.99,1.0,1672.5
2843,49739955,1.0,f,7,7,Oud-Oost,52.35803,4.93127,Private room,2,1.0,2.0,7,$185.00,1,360,t,21,49,79,354,170,170,1,4.52,t,14.53,,$92.5,$185,8%,21%,20%,$4.99,1.0,1158.3333333333333
2844,49769129,0.0,f,0,0,Westerpark,52.380547,4.877465,Entire home/apt,4,2.0,2.0,15,$250.00,3,1125,t,0,0,0,0,1,0,0,5.0,f,0.08,,$62.5,$750,6%,19%,23%,$4.99,0.0,1250.0
2845,49788706,0.89,f,0,0,De Baarsjes - Oud-West,52.35747,4.85608,Entire home/apt,2,1.0,2.0,4,$180.00,15,30,t,0,0,0,0,4,4,0,5.0,f,0.38,,$90,$2700,8%,12%,18%,$4.99,0.0,900.0
2846,49820524,0.30000000000000004,f,9,9,Centrum-West,52.38461,4.89541,Private room,3,2.0,3.0,4,$159.00,3,1125,t,14,31,31,31,21,21,1,4.14,t,1.91,,$53,$477,7%,18%,17%,$4.99,0.08493150684931507,520.7534246575342
2847,49821276,0.98,f,8,8,Centrum-West,52.37669,4.89305,Private room,1,1.0,1.0,9,$209.00,1,360,t,11,27,50,298,54,51,6,4.83,t,4.25,,$209,$209,11%,21%,26%,$4.99,1.0,1565.0
2848,49833858,0.77,f,9,9,Centrum-West,52.38394,4.89366,Private room,3,2.0,1.0,5,$142.00,3,1125,t,11,30,30,30,17,17,4,4.47,t,1.61,,$47.33,$426,6%,13%,20%,$4.99,0.0821917808219178,518.013698630137
2849,49843448,0.96,f,9,9,Centrum-West,52.38403,4.89341,Private room,3,1.0,3.0,6,$168.00,3,1125,t,14,24,24,24,31,29,2,4.74,t,2.46,,$56,$504,6%,16%,18%,$4.99,0.06575342465753424,563.2191780821918
2850,49846930,0.71,f,0,0,Bos en Lommer,52.3779,4.84629,Entire home/apt,2,1.0,1.0,4,$170.00,3,1125,t,2,2,6,9,7,7,1,4.29,f,1.86,,$85,$510,8%,23%,19%,$4.99,0.024657534246575342,862.7260273972603
2851,49852379,0.65,f,0,0,Bos en Lommer,52.378273,4.858683,Entire home/apt,2,1.0,1.0,3,$150.00,7,30,t,0,0,0,0,7,7,0,5.0,f,0.64,,$75,$1050,8%,23%,22%,$4.99,0.0,752.054794520548
2852,49880596,,f,0,0,Westerpark,52.38351,4.88055,Entire home/apt,4,4.0,5.0,5,$200.00,3,30,t,0,0,0,0,4,4,0,4.75,f,0.37,,$50,$600,6%,23%,31%,$4.99,0.0,1000.0
2853,49882262,0.87,f,0,0,Oud-Oost,52.3507,4.91793,Entire home/apt,2,1.0,1.0,4,$90.00,3,15,t,0,0,0,0,10,9,1,5.0,f,0.81,,$45,$270,5%,11%,16%,$4.99,0.0,667.4657534246576
2854,49892420,0.79,f,0,0,De Baarsjes - Oud-West,52.36649,4.85447,Entire home/apt,4,2.0,3.0,4,$150.00,3,30,t,1,7,7,7,5,5,0,4.8,f,0.43,,$37.5,$450,7%,13%,20%,$4.99,0.019178082191780823,765.7534246575342
2855,49898432,1.0,f,0,0,Westerpark,52.38121,4.8699,Entire home/apt,2,1.0,1.0,7,$105.00,4,7,t,0,0,0,0,5,5,1,4.8,t,0.52,,$52.5,$420,8%,23%,19%,$4.99,0.0,530.6712328767123
2856,49904641,0.79,f,0,0,Centrum-Oost,52.36607,4.89231,Entire home/apt,4,2.0,2.0,17,$377.00,7,1125,t,6,15,36,311,7,7,0,4.71,t,0.7,,$94.25,$2639,1%,14%,26%,$4.99,0.852054794520548,2159.8082191780823
2857,49940021,1.0,f,7,7,Oud-Oost,52.35832,4.92962,Private room,2,1.0,1.0,11,$201.00,1,360,t,17,47,77,352,21,19,0,4.14,t,1.66,,$100.5,$201,8%,17%,23%,$4.99,1.0,1251.6666666666667
2858,49940100,1.0,f,7,7,Oud-Oost,52.35647,4.93132,Private room,2,1.0,1.0,8,$213.00,1,360,t,12,28,54,328,2,2,0,5.0,t,0.17,,$106.5,$213,10%,19%,28%,$4.99,1.0,1333.3333333333333
2859,49940198,1.0,f,7,7,Oud-Oost,52.35674,4.92967,Private room,2,1.0,1.0,12,$226.00,1,360,t,13,42,70,345,3,1,0,3.67,t,0.24,,$113,$226,9%,18%,25%,$4.99,1.0,1413.3333333333333
2860,49940274,1.0,f,7,7,Oud-Oost,52.35874,4.93014,Private room,3,1.0,2.0,10,$293.00,1,360,t,5,17,30,297,8,6,0,4.13,t,0.65,,$97.67,$293,4%,16%,25%,$4.99,1.0,1831.6666666666667
2861,49940338,1.0,f,7,7,Oud-Oost,52.35829,4.93149,Private room,2,1.0,1.0,12,$232.00,1,360,t,13,38,66,338,3,3,0,3.67,t,0.27,,$116,$232,9%,22%,24%,$4.99,1.0,1450.0
2862,49940408,1.0,f,7,7,Oud-Oost,52.35717,4.92922,Private room,2,1.0,2.0,5,$247.00,1,360,t,15,27,47,322,2,2,0,4.5,t,0.17,,$123.5,$247,11%,16%,25%,$4.99,1.0,1540.0
2863,49963170,1.0,f,1,1,De Baarsjes - Oud-West,52.36755,4.87358,Entire home/apt,2,1.0,1.0,1,$112.00,3,1125,t,0,0,0,0,3,3,0,5.0,t,0.26,,$56,$336,7%,12%,18%,$4.99,0.0,560.0
2864,50021981,0.88,t,8,8,Westerpark,52.38503,4.87922,Entire home/apt,2,1.0,1.0,3,$89.00,3,1125,t,0,0,0,155,20,20,2,4.85,f,1.99,,$44.5,$267,6%,12%,14%,$4.99,0.4246575342465753,460.26027397260276
2865,50028362,1.0,f,0,0,De Baarsjes - Oud-West,52.37169,4.86386,Entire home/apt,2,,1.0,9,$90.00,3,12,t,2,2,2,2,9,9,1,5.0,t,0.77,,$45,$270,7%,13%,16%,$4.99,0.005494505494505495,500.1510989010989
2866,50068082,1.0,f,0,0,De Baarsjes - Oud-West,52.36932,4.86704,Entire home/apt,4,2.0,4.0,5,$68.00,18,30,t,0,0,0,0,1,1,0,4.49,t,0.1,,$17,$1224,5%,16%,16%,$2.99,0.0,384.3835616438356
2867,50068790,0.84,f,0,0,Oud-Noord,52.39896,4.90301,Entire home/apt,2,1.0,1.0,6,$114.00,8,30,t,0,3,29,175,2,2,0,5.0,t,0.18,,$57,$912,8%,11%,21%,$4.99,0.4794520547945205,571.3698630136986
2868,50076767,0.33,f,2,2,De Baarsjes - Oud-West,52.36922,4.87439,Entire home/apt,2,1.0,,3,$120.00,3,30,t,2,2,2,2,0,0,0,,f,,,$60,$360,7%,15%,17%,$4.99,0.005479452054794521,636.1095890410959
2869,50078430,0.55,f,0,0,De Baarsjes - Oud-West,52.37369,4.85629,Entire home/apt,2,1.0,1.0,9,$285.00,5,5,t,2,2,2,157,4,4,0,5.0,f,0.5,,$142.5,$1425,6%,20%,20%,$4.99,0.4301369863013699,1425.0
2870,50079799,0.33,f,2,2,De Baarsjes - Oud-West,52.36951,4.87445,Entire home/apt,2,1.0,,4,$130.00,3,30,t,3,3,3,3,2,2,0,5.0,f,0.18,,$65,$390,7%,17%,19%,$4.99,0.00821917808219178,650.0
2871,50116117,0.67,f,0,0,Watergraafsmeer,52.35325,4.93536,Entire home/apt,4,3.0,3.0,13,$199.00,26,28,t,0,19,19,19,2,2,0,5.0,f,0.22,,$49.75,$5174,7%,16%,21%,$4.99,0.052054794520547946,1002.6438356164383
2872,50116226,1.0,f,2,2,De Baarsjes - Oud-West,52.361454,4.865255,Entire home/apt,4,2.0,2.0,3,$175.00,4,1125,t,0,0,0,0,5,5,0,5.0,f,0.45,,$43.75,$700,8%,20%,19%,$4.99,0.0,949.2602739726027
2873,50123424,0.0,f,0,0,Westerpark,52.3865,4.87585,Entire home/apt,2,1.0,1.0,5,$100.00,1,1125,t,0,0,0,0,0,0,0,,f,,,$50,$100,5%,16%,21%,$4.99,0.0,500.0
2874,50126016,0.99,f,0,0,De Aker - Nieuw Sloten,52.34360052734637,4.822640324858525,Private room,2,1.0,1.0,2,$90.00,3,62,t,0,0,20,182,20,20,6,4.65,t,2.15,,$45,$270,5%,11%,15%,$4.99,0.5083798882681564,486.4245810055866
2875,50135127,0.99,t,1,1,Centrum-Oost,52.373566,4.903823,Private room,4,2.0,2.0,1,$155.00,2,1125,t,0,1,4,220,47,47,5,4.96,f,3.86,,$38.75,$310,6%,16%,18%,$4.99,0.6210526315789474,832.578947368421
2876,50150930,0.67,f,1,1,De Baarsjes - Oud-West,52.36132,4.8594,Entire home/apt,2,2.0,2.0,7,$135.00,14,365,t,0,0,0,0,2,2,0,4.5,f,0.22,,$67.5,$1890,6%,13%,20%,$4.99,0.0,675.0
2877,50161619,0.8200000000000001,f,0,0,De Pijp - Rivierenbuurt,52.35757,4.89981,Entire home/apt,2,1.0,1.0,11,$180.00,4,1125,t,0,0,0,0,2,2,1,5.0,f,0.25,,$90,$720,7%,15%,18%,$4.99,0.0,900.0
2878,50164721,0.8200000000000001,f,2,2,Westerpark,52.38864,4.88517,Entire home/apt,2,2.0,3.0,6,$100.00,14,22,t,0,0,0,36,2,2,0,4.0,f,0.21,,$50,$1400,7%,18%,19%,$4.99,0.09863013698630137,500.0
2879,50165985,0.8200000000000001,f,2,2,Westerpark,52.38858,4.88545,Entire home/apt,2,2.0,2.0,2,$120.00,3,5,t,0,0,6,44,4,4,0,4.75,t,0.41,,$60,$360,7%,18%,20%,$4.99,0.12054794520547946,716.8493150684932
2880,50224331,0.33999999999999997,f,1,1,Oud-Noord,52.40063,4.90827,Entire home/apt,4,2.0,2.0,14,$325.00,3,14,t,0,0,0,0,8,8,0,5.0,f,0.72,,$81.25,$975,11%,17%,17%,$4.99,0.0,1625.0
2881,50242650,0.17,f,1,1,De Baarsjes - Oud-West,52.36836,4.85206,Entire home/apt,4,2.0,2.0,9,$170.00,3,1125,t,1,10,19,19,0,0,0,,f,,,$42.5,$510,7%,22%,19%,$4.99,0.052054794520547946,914.6575342465753
2882,50243968,0.0,f,2,2,Centrum-West,52.37056,4.88335,Entire home/apt,2,,1.0,6,$143.00,7,365,t,0,0,0,0,1,1,0,5.0,f,0.09,,$71.5,$1001,6%,16%,21%,$4.99,0.0,715.0
2883,50259605,0.71,f,0,0,Oud-Oost,52.35043,4.91578,Entire home/apt,2,1.0,1.0,9,$150.00,4,1125,t,0,3,4,4,7,7,0,4.71,f,0.61,,$75,$600,7%,18%,18%,$4.99,0.010958904109589041,752.8356164383562
2884,50273973,,f,2,2,De Aker - Nieuw Sloten,52.34408,4.82678,Entire home/apt,2,1.0,1.0,2,$130.00,14,30,t,0,0,0,0,0,0,0,,t,,,$65,$1820,5%,15%,15%,$4.99,0.0,650.0
2885,50324431,0.74,f,1,1,Zuid,52.34952,4.87826,Entire home/apt,2,2.0,2.0,8,$322.00,4,30,t,13,21,44,184,1,1,0,5.0,f,0.1,,$161,$1288,7%,21%,24%,$4.99,0.5041095890410959,1634.0684931506848
2886,50325628,0.0,f,1,1,De Pijp - Rivierenbuurt,52.35,4.88752,Entire home/apt,4,3.0,3.0,15,$400.00,6,1125,t,0,24,42,121,2,2,0,4.76,t,0.26,,$100,$2400,8%,6%,24%,$10.99,0.3315068493150685,2052.178082191781
2887,50335507,0.43000000000000005,f,0,0,De Pijp - Rivierenbuurt,52.35265,4.89835,Entire home/apt,4,2.0,2.0,15,$246.00,3,30,t,1,1,1,1,2,2,0,5.0,f,0.22,,$61.5,$738,8%,29%,28%,$4.99,0.0,1250.0
2888,50341457,0.5700000000000001,f,0,0,De Pijp - Rivierenbuurt,52.356327,4.889801,Private room,2,1.0,3.0,4,$85.00,3,28,t,2,6,10,96,33,33,7,4.76,t,3.13,,$42.5,$255,5%,14%,14%,$4.99,0.2727272727272727,507.57575757575756
2889,50342109,0.91,f,2,2,Centrum-West,52.37543,4.89612,Private room,2,1.0,1.0,12,$201.00,1,7,t,7,13,41,310,15,15,0,4.4,t,1.57,,$100.5,$201,8%,20%,26%,$4.99,0.9737704918032787,1086.7540983606557
2890,50342116,0.74,f,2,2,Centrum-West,52.37344,4.89616,Private room,2,1.0,1.0,10,$187.00,2,4,t,3,16,44,288,17,17,2,4.82,t,1.81,,$93.5,$374,7%,8%,14%,$4.99,0.8918032786885246,1077.9180327868853
2891,50351833,1.0,f,0,0,De Baarsjes - Oud-West,52.36089,4.85565,Entire home/apt,4,5.0,6.0,9,$195.00,3,22,t,0,4,13,13,3,3,0,5.0,f,0.29,,$48.75,$585,8%,15%,24%,$4.99,0.03561643835616438,1030.5068493150684
2892,50353348,1.0,f,0,0,De Baarsjes - Oud-West,52.37278,4.86412,Entire home/apt,2,1.0,1.0,6,$98.00,26,30,t,0,0,0,0,1,1,0,5.0,f,0.12,,$49,$2548,6%,10%,16%,$4.99,0.0,490.0
2893,50361586,0.69,f,1,1,De Pijp - Rivierenbuurt,52.35439,4.90417,Entire home/apt,4,2.0,2.0,5,$175.00,3,14,t,0,1,1,1,2,2,0,5.0,f,0.19,,$43.75,$525,6%,13%,22%,$4.99,0.0027397260273972603,913.3835616438356
2894,50369038,0.33000000000000007,f,2,2,De Pijp - Rivierenbuurt,52.3505,4.89159,Entire home/apt,4,3.0,4.0,11,$296.00,3,1125,t,0,0,0,0,6,6,1,5.0,f,0.6,,$74,$888,4%,21%,24%,$4.99,0.0,1405.890410958904
2895,50370847,1.0,f,2,2,De Baarsjes - Oud-West,52.36074,4.86338,Entire home/apt,2,1.0,1.0,11,$195.00,4,365,t,0,0,0,0,0,0,0,,t,,,$97.5,$780,9%,19%,17%,$4.99,0.0,975.0
2896,50371037,1.0,f,0,0,Oostelijk Havengebied - Indische Buurt,52.37675,4.94246,Entire home/apt,2,1.0,1.0,2,$140.00,3,1125,t,2,3,3,3,0,0,0,,t,,,$70,$420,6%,22%,18%,$4.99,0.00821917808219178,698.7671232876712
2897,50372278,0.2,f,1,1,Oostelijk Havengebied - Indische Buurt,52.3631506817223,4.933596009691754,Entire home/apt,2,1.0,2.0,7,$100.00,25,30,t,0,9,9,39,0,0,0,,f,,,$50,$2500,7%,11%,18%,$4.99,0.10684931506849316,500.0
2898,50383849,1.0,f,4,4,Osdorp,52.35831,4.80335,Private room,2,1.0,1.0,5,$134.00,1,365,t,25,55,85,360,1088,1088,128,4.64,t,94.88,,$67,$134,7%,18%,17%,$4.99,1.0,958.3333333333334
2899,50394338,1.0,t,2,2,Westerpark,52.38512,4.867,Entire home/apt,2,1.0,1.0,4,$120.00,3,28,t,0,0,0,60,2,2,1,5.0,f,0.17,,$60,$360,6%,17%,20%,$4.99,0.1643835616438356,600.0
2900,50397584,1.0,f,1,1,Gaasperdam - Driemond,52.2928,4.99254,Entire home/apt,4,6.0,6.0,8,$175.00,5,30,t,0,6,6,6,4,4,0,5.0,f,0.36,,$43.75,$875,7%,18%,19%,$4.99,0.01643835616438356,889.3835616438356
2901,50398449,0.3,f,0,0,Bos en Lommer,52.37925,4.85038,Entire home/apt,3,2.0,2.0,13,$178.00,3,1125,t,1,1,1,1,7,7,2,4.86,f,0.62,,$59.33,$534,7%,19%,16%,$4.99,0.0027472527472527475,875.315934065934
2902,50409281,0.20999999999999996,f,0,0,Centrum-West,52.37129,4.88595,Entire home/apt,2,,1.0,10,$192.00,4,90,t,0,0,0,149,6,6,0,5.0,f,0.6,,$96,$768,7%,17%,15%,$4.99,0.40821917808219177,960.0
2903,50416453,1.0,f,0,0,Zuid,52.35973,4.87784,Entire home/apt,6,5.0,5.0,11,$325.00,7,28,t,0,0,0,170,1,1,0,5.0,t,0.1,,$54.17,$2275,5%,18%,26%,$4.99,0.4657534246575342,1625.0
2904,50417783,0.07,f,0,0,Zuid,52.34577,4.84762,Entire home/apt,2,1.0,,1,$120.00,4,14,t,0,0,0,0,0,0,0,,f,,,$60,$480,5%,10%,18%,$4.99,0.0,600.0
2905,50439070,0.69,f,1,1,Centrum-Oost,52.3623,4.91029,Entire home/apt,2,1.0,1.0,6,$139.00,5,30,t,0,1,1,1,4,4,1,5.0,f,0.38,,$69.5,$695,8%,10%,18%,$4.99,0.0027397260273972603,740.4520547945206
2906,50451988,1.0,f,4,4,Osdorp,52.36023,4.80476,Private room,2,1.0,1.0,8,$127.00,1,365,t,8,14,27,289,410,410,12,4.66,t,35.14,,$63.5,$127,7%,23%,20%,$4.99,0.6666666666666666,910.0
2907,50452179,1.0,f,4,4,Osdorp,52.36008,4.80485,Private room,2,1.0,2.0,8,$147.00,1,365,t,27,57,87,362,286,286,34,4.7,t,24.8,,$73.5,$147,7%,11%,19%,$4.99,1.0,1051.6666666666667
2908,50452284,1.0,f,4,4,Osdorp,52.35987,4.80488,Private room,3,1.0,2.0,11,$209.00,1,365,t,22,43,71,346,79,79,6,4.52,t,6.73,,$69.67,$209,7%,26%,26%,$4.99,1.0,1530.0
2909,50452369,1.0,f,4,4,Osdorp,52.35896,4.80313,Private room,4,1.0,2.0,13,$237.00,1,365,t,16,28,55,330,100,100,5,4.6,t,8.72,,$59.25,$237,7%,23%,21%,$4.99,1.0,1721.6666666666667
2910,50457012,,f,1,1,Slotervaart,52.36323,4.8444,Entire home/apt,4,2.0,3.0,9,$275.00,5,30,t,0,0,0,0,0,0,0,,f,,,$68.75,$1375,6%,17%,28%,$4.99,0.0,1375.0
2911,50457058,0.86,f,0,0,Oostelijk Havengebied - Indische Buurt,52.364,4.93945,Entire home/apt,2,1.0,1.0,5,$120.00,10,16,t,2,8,10,10,2,2,0,5.0,f,0.2,,$60,$1200,7%,7%,17%,$4.99,0.024725274725274724,600.4120879120879
2912,50459483,1.0,f,0,0,De Baarsjes - Oud-West,52.36382,4.87341,Entire home/apt,4,3.0,3.0,8,$180.00,3,12,t,0,0,4,4,3,3,0,5.0,f,0.29,,$45,$540,7%,15%,24%,$4.99,0.010958904109589041,952.8493150684932
2913,50461393,0.09,f,1,1,De Pijp - Rivierenbuurt,52.35713,4.89075,Entire home/apt,4,2.0,2.0,26,$650.00,3,365,t,3,22,51,324,3,3,0,4.32,t,0.31,,$162.5,$1950,5%,20%,35%,$10.99,0.8876712328767123,3225.3424657534247
2914,50469138,0.31999999999999995,f,3,3,De Pijp - Rivierenbuurt,52.34233213469313,4.908987900119594,Entire home/apt,4,2.0,2.0,3,$100.00,20,1125,t,7,11,41,316,0,0,0,,t,,,$25,$2000,6%,9%,19%,$4.99,0.8657534246575342,500.0
2915,50511985,1.0,t,0,0,Geuzenveld - Slotermeer,52.37389,4.82157,Private room,2,1.0,1.0,3,$70.00,3,15,t,3,5,15,238,18,18,3,4.84,f,2.01,,$35,$210,5%,11%,15%,$2.99,0.6520547945205479,363.972602739726
2916,50515860,0.9700000000000001,t,1,1,Oud-Oost,52.35947,4.91448,Entire home/apt,2,1.0,1.0,10,$130.00,2,1125,t,0,2,2,2,13,13,2,5.0,f,1.16,,$65,$260,6%,10%,18%,$4.99,0.0,692.8571428571429
